Afvalstroomnummer,Verwerkersnummer Locatie van Bestemming (LvB),LvB KvK nummer,LvB Bedrijfsnaam,LvB Adres,LvB Postcode/Plaats,Handelsregisternummer Ontdoener,Naam Ontdoener,Land Ontdoener,LocatieHerkomst Straatnaam,LocatieHerkomst Huisnummer,LocatieHerkomst HuisnummerToevoeging,LocatieHerkomst Postcode,LocatieHerkomst Plaats,LocatieHerkomst Nabijheidsbeschrijving,LocatieHerkomst Land,Euralcode,Euralcode Omschrijving,Gebruikelijke Naam Afvalstof,VerwerkingsMethode Code,VerwerkingsMethode Omschrijving,Routeinzameling,Inzamelaarsregeling,Particuliere Ontdoener
087970000911,08797,78083079,'t Westland Handel en Diensten B.V.,fultonstraat 4,2691HA 'S-GRAVENZANDE,62094343,Lek Scrapping Services B.V.,Nederland,Aldlansdyk,20,A,8935BB,LEEUWARDEN,,Nederland,170407,gemengde metalen,gemengde metalen,A02,Overslag / opbulken,N,N,N
087970000912,08797,78083079,'t Westland Handel en Diensten B.V.,fultonstraat 4,2691HA 'S-GRAVENZANDE,67532780,W&W Groep B.V.,Nederland,Witte de Withstraat,25,,3012BL,ROTTERDAM,,Nederland,170407,gemengde metalen,gemengde metalen,A02,Overslag / opbulken,N,N,N
087970000914,08797,78083079,'t Westland Handel en Diensten B.V.,fultonstraat 4,2691HA 'S-GRAVENZANDE,62094343,Lek Scrapping Services B.V.,Nederland,Steenberger Esweg,6,A,7921AZ,ZUIDWOLDE DR,,Nederland,170407,gemengde metalen,gemengde metalen,A02,Overslag / opbulken,N,N,N
087970000915,08797,78083079,'t Westland Handel en Diensten B.V.,fultonstraat 4,2691HA 'S-GRAVENZANDE,62094343,Lek Scrapping Services B.V.,Nederland,Overslagstraat,2,A,2251EB,VOORSCHOTEN,,Nederland,170407,gemengde metalen,gemengde metalen,A02,Overslag / opbulken,N,N,N
087970000916,08797,78083079,'t Westland Handel en Diensten B.V.,fultonstraat 4,2691HA 'S-GRAVENZANDE,08056748,ADEX Projecten B.V.,Nederland,Sloterweg,260,,1171VH,BADHOEVEDORP,,Nederland,170407,gemengde metalen,gemengde metalen,A02,Overslag / opbulken,N,N,N
087970000918,08797,78083079,'t Westland Handel en Diensten B.V.,fultonstraat 4,2691HA 'S-GRAVENZANDE,27224173,Aad Molenaar Sloopwerken B.V.,Nederland,Wilhelm Tellplaats,54,,3194HT,HOOGVLIET ROTTERDAM,,Nederland,170407,gemengde metalen,gemengde metalen,A02,Overslag / opbulken,N,N,N
087970000920,08797,78083079,'t Westland Handel en Diensten B.V.,fultonstraat 4,2691HA 'S-GRAVENZANDE,27245017,Hans van der Meijs B.V.,Nederland,Venus,181,,2675LN,HONSELERSDIJK,,Nederland,170407,gemengde metalen,gemengde metalen,A02,Overslag / opbulken,N,N,N
087970000922,08797,78083079,'t Westland Handel en Diensten B.V.,fultonstraat 4,2691HA 'S-GRAVENZANDE,62094343,Lek Scrapping Services B.V.,Nederland,Strijlandweg,5,A,3541BD,UTRECHT,,Nederland,170407,gemengde metalen,gemengde metalen,C02,Shredderen / knippen,N,N,N
087970000924,08797,78083079,'t Westland Handel en Diensten B.V.,fultonstraat 4,2691HA 'S-GRAVENZANDE,62094343,Lek Scrapping Services B.V.,Nederland,Bevervoorde,4,A,7462AA,RIJSSEN,,Nederland,170407,gemengde metalen,gemengde metalen,A02,Overslag / opbulken,N,N,N
087970000927,08797,78083079,'t Westland Handel en Diensten B.V.,fultonstraat 4,2691HA 'S-GRAVENZANDE,67532780,W&W Groep B.V.,Nederland,Spaarpot,24,,5667KX,GELDROP,,Nederland,170407,gemengde metalen,gemengde metalen,A02,Overslag / opbulken,N,N,N
087970000928,08797,78083079,'t Westland Handel en Diensten B.V.,fultonstraat 4,2691HA 'S-GRAVENZANDE,67532780,W&W Groep B.V.,Nederland,Zekkenstraat,16,,3151XP,HOEK VAN HOLLAND,,Nederland,170407,gemengde metalen,gemengde metalen,A02,Overslag / opbulken,N,N,N
087970000929,08797,78083079,'t Westland Handel en Diensten B.V.,fultonstraat 4,2691HA 'S-GRAVENZANDE,67532780,W&W Groep B.V.,Nederland,Moeder Teresalaan,100,,3527WB,UTRECHT,,Nederland,170407,gemengde metalen,gemengde metalen,A02,Overslag / opbulken,N,N,N
087970000930,08797,78083079,'t Westland Handel en Diensten B.V.,fultonstraat 4,2691HA 'S-GRAVENZANDE,67532780,W&W Groep B.V.,Nederland,Vijverhof,7,,2271GN,VOORBURG,,Nederland,170407,gemengde metalen,gemengde metalen,A02,Overslag / opbulken,N,N,N
087970000931,08797,78083079,'t Westland Handel en Diensten B.V.,fultonstraat 4,2691HA 'S-GRAVENZANDE,67532780,W&W Groep B.V.,Nederland,Techniekweg,18,,4207HD,GORINCHEM,,Nederland,170407,gemengde metalen,gemengde metalen,A02,Overslag / opbulken,N,N,N
087970000932,08797,78083079,'t Westland Handel en Diensten B.V.,fultonstraat 4,2691HA 'S-GRAVENZANDE,67532780,W&W Groep B.V.,Nederland,Schorpioenstraat,264,,3067KW,ROTTERDAM,,Nederland,170407,gemengde metalen,gemengde metalen,A02,Overslag / opbulken,N,N,N
087970000933,08797,78083079,'t Westland Handel en Diensten B.V.,fultonstraat 4,2691HA 'S-GRAVENZANDE,67532780,W&W Groep B.V.,Nederland,Bergse Rechter Rottekade,11,,3051AB,ROTTERDAM,,Nederland,170407,gemengde metalen,gemengde metalen,A02,Overslag / opbulken,N,N,N
087970000934,08797,78083079,'t Westland Handel en Diensten B.V.,fultonstraat 4,2691HA 'S-GRAVENZANDE,67532780,W&W Groep B.V.,Nederland,Energieweg,6,,3343LE,HENDRIK-IDO-AMBACHT,,Nederland,170407,gemengde metalen,gemengde metalen,A02,Overslag / opbulken,N,N,N
